Scheme	Batch ID	TP name	AA name	Job role	Assessment date	Candidate count	Attended	Passed 	Failed	Not appeared	Result approved on
JJM-Bihar	265080		Mettl	Plumber General	28.3.2021	27	27	18	9	0	14.6.2021
JJM-Bihar	265081		Mettl	Plumber General	28.3.2021	30	30	22	8	0	14.6.2021
JJM-Bihar	265084		Mettl	Plumber General	25.3.2021	23	23	4	19	0	14.6.2021
JJM-Bihar	265086		Mettl	Plumber General	27.3.2021	26	26	17	9	0	14.6.2021
CSR-RPL (HSIL)	243130	VET	VET	Plumber General	18.11.2020	22	22	22	0	0	10.6.2021
CSR-RPL (HSIL)	245440	VET	VET	Plumber General	26.11.2020	21	21	17	4	0	10.6.2021
CSR-RPL (HSIL)	260329	VET	VET	Plumber General	27.10.2020	31	31	31	0	0	10.6.2021
CSR-RPL (HSIL)	262299	VET	VET	Plumber General	29.12.2020	31	31	31	0	0	10.6.2021
CSR-RPL (HSIL)	262298	VET	VET	Plumber General	29.12.2020	40	40	40	0	0	10.6.2021
CSR-RPL (HSIL)	262296	VET	VET	Plumber General	29.12.2020	40	40	40	0	0	10.6.2021
CSR-RPL (HSIL)	262274	VET	VET	Plumber General	29.12.2020	40	40	40	0	0	10.6.2021
CSR-RPL (HSIL)	262270	VET	VET	Plumber General	29.12.2020	40	40	40	0	0	10.6.2021
CSR-RPL (HSIL)	261985	VET	VET	Plumber General	28.10.2020	28	28	28	0	0	10.6.2021
CSR-RPL (HSIL)	263438	VET	VET	Plumber General	6.1.2021	23	23	23	0	0	14.6.2021
CSR-RPL (HSIL)	263437	VET	VET	Plumber General	6.1.2021	30	30	30	0	0	14.6.2021
CSR-RPL (HSIL)	263436	VET	VET	Plumber General	6.1.2021	30	30	30	0	0	14.6.2021
CSR-RPL (HSIL)	262498	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262502	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262509	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262521	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262534	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262537	VET	VET	Plumber General	12.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262556	VET	VET	Plumber General	12.1.2021	28	28	28	0	0	14.6.2021
CSR-RPL (HSIL)	262605	VET	VET	Plumber General	28.1.2021	40	40	40	0	0	14.6.2021
CSR-RPL (HSIL)	262608	VET	VET	Plumber General	28.1.2021	30	30	30	0	0	14.6.2021
CSR-RPL (HSIL)	263156	VET	VET	Plumber General	2.12.2020	28	28	28	0	0	14.6.2021
CSR-RPL (HSIL)	263436	VET	VET	Plumber General	16.12.2020	32	32	32	0	0	15.6.2021
CSR-RPL (HSIL)	263437	VET	VET	Plumber General	16.12.2020	30	30	30	0	0	15.6.2021
CSR-RPL (HSIL)	263438	VET	VET	Plumber General	16.12.2020	30	30	30	0	0	15.6.2021
CSR-RPL (HSIL)	265015	VET	VET	Plumber General	22.12.2020	34	34	34	0	0	15.6.2021
CSR-RPL (HSIL)	265030	VET	VET	Plumber General	27.1.2021	40	40	40	0	0	15.6.2021
CSR-RPL (HSIL)	265031	VET	VET	Plumber General	27.1.2021	23	23	23	0	0	15.6.2021
CSR-RPL (HSIL)	265074	VET	VET	Plumber General	9.2.2021	40	40	40	0	0	15.6.2021
CSR-RPL (HSIL)	265075	VET	VET	Plumber General	9.2.2021	40	40	40	0	0	15.6.2021
CSR-RPL (HSIL)	265076	VET	VET	Plumber General	9.2.2021	16	16	16	0	0	15.6.2021
CSR-RPL (HSIL)	265121	VET	VET	Plumber General	15.2.2021	40	40	40	0	0	15.6.2021
CSR-RPL (HSIL)	265122	VET	VET	Plumber General	15.2.2021	29	29	29	0	0	15.6.2021
CSR-STT	227530	CRISP	SM	Plumber General	8.4.2021	33	28	28	0	5	28.6.2021
CSR-RPL (Apollo)	262435	Annai	SM	Plumber General	31.3.2021	40	38	37	1	2	29.6.2021
CSR-RPL (Apollo)	262842	Annai	SM	Plumber General	31.3.2021	5	4	4	0	1	29.6.2021
CSR-RPL (HSIL)	261534	Labournet	VET	Plumber General	30.3.2021	30	30	30	0	0	30.6.2021
CSR-RPL (HSIL)	261536	Labournet	VET	Plumber General	31.3.2021	30	30	28	2	0	30.6.2021
DDUGKY	31407	NAC	Khwaspuria	Plumber General	27.12.2019	10	10	10	0	0	1.7.2021
CSR-RPL (Apollo)	264765	Annai	VET	Plumber General	11.4.2021	40	40	40	0	0	1.7.2021
CSR-RPL (Apollo)	264767	Annai	VET	Plumber General	11.4.2021	39	39	39	0	0	1.7.2021
DDUGKY	31414	NAC	Khwaspuria	Plumber General	27.12.2019	14	14	12	2	0	2.7.2021
CSR-RPL (Roca)	268325	Ideal	VET	Plumber General	31.12.2019	40	30	30	0	0	14.7.2021
CSR-RPL (Roca)	268330	Ideal	VET	Plumber General	31.12.2019	10	8	8	0	0	14.7.2021
CSR-RPL (Roca)	219232	Ideal	V.Saas	Plumber General	10.12.2019	50	38	38	0	0	14.7.2021
DDUGKY	23852	NAC	Khwaspuria	Plumber General	28.12.2019	25	25	25	0	0	20.7.2021
CSR-RPL (Apollo)	264814	Annai	Khwaspuria	Plumber General	18.4.2021	40	39	39	1	0	21.7.2021
CSR-RPL (Apollo)	263694	Annai	Khwaspuria	Plumber General	11.4.2021	40	39	39	1	0	21.7.2021
CSR-RPL (Apollo)	263693	Annai	Khwaspuria	Plumber General	11.4.2021	40	38	38	2	0	21.7.2021
CSR-RPL (Apollo)	264816	Annai	Khwaspuria	Plumber General	18.4.2021	40	39	37	2	1	21.7.2021
CSR-RPL (Apollo)	264835	Annai	Khwaspuria	Plumber General	18.4.2021	40	39	39	1	0	21.7.2021
CSR-RPL (Apollo)	263695	Annai	Khwaspuria	Plumber General	11.4.2021	10	10	10	0	0	21.7.2021
CSR-RPL (Apollo)	264839	Annai	Khwaspuria	Plumber General	18.4.2021	5	5	4	1	0	21.7.2021
CSR-RPL (HSIL)	270847	NAC	VET	Plumber General	23.7.2021	30	30	30	0	0	4.8.2021
CSR-RPL (HSIL)	270851	NAC	VET	Plumber General	24.7.2021	30	30	30	0	0	4.8.2021
CSR-STT	260409	SDI-Vskpm	Khwaspuria	Plumber General	16.4.2021	26	25	21	4	1	7.8.2021
DDUGKY	232092	NAC	Navriti	Plumber General	3.8.2021	20	19	16	3	1	21.8.2021
JJM-Assam	241629	Ajitakash	Khwaspuria	Plumber General	16.3.2021	29	26	25	1	3	21.8.2021
JJM-Assam	241630	Ajitakash	V.Saas	Plumber General	18.3.2021	26	26	25	1	0	21.8.2021
JJM-Assam	241631	Ajitakash	Khwaspuria	Plumber General	19.3.2021	29	20	18	2	9	21.8.2021
JJM-Assam	241632	Ajitakash	V.Saas	Plumber General	22.3.2021	30	30	30	0	0	21.8.2021
JJM-Assam	241634	Ajitakash	V.Saas	Plumber General	17.3.2021	29	21	21	0	8	21.8.2021
JJM-Assam	241635	Ajitakash	Khwaspuria	Plumber General	20.3.2021	20	11	11	0	9	21.8.2021
JJM-Assam	241638	Ajitakash	V.Saas	Plumber General	19.3.2021	29	29	29	0	0	21.8.2021
JJM-Assam	241639	Ajitakash	Khwaspuria	Plumber General	18.3.2021	27	21	20	1	6	21.8.2021
JJM-Assam	241640	Ajitakash	V.Saas	Plumber General	16.3.2021	28	24	20	4	4	21.8.2021
JJM-Assam	241641	Ajitakash	Khwaspuria	Plumber General	17.3.2021	28	25	24	1	3	21.8.2021
JJM-Assam	241642	Ajitakash	Khwaspuria	Plumber General	22.3.2021	20	20	16	4	0	21.8.2021
JJM-Assam	241643	Ajitakash	V.Saas	Plumber General	20.3.2021	29	29	27	2	0	21.8.2021
DDUGKY	268966	NAC	Navriti	Plumber General	5.8.2021	19	18	16	2	1	25.8.2021
DDUGKY	257421	NAC	Navriti	Plumber General	4.8.2021	19	19	17	2	0	25.8.2021
CSR-RPL (HSIL)	271730	NAC	V.Saas	Plumber General	23.7.2021	17	17	15	2	0	25.8.2021
CSR-RPL (HSIL)	271847	NAC	V.Saas	Plumber General	24.7.2021	19	19	16	3	0	25.8.2021
CSR-RPL (HSIL)	271723	NAC	V.Saas	Plumber General	15.7.2021	20	20	17	3	0	25.8.2021
NULM	211190	Ascensive Educare	Mettl	Plumber General	18.3.2021	25	25	22	3	0	3.9.2021
NULM	211191	Ascensive Educare	Mettl	Plumber General	18.3.2021	25	24	20	4	1	3.9.2021
NULM	211192	Ascensive Educare	Mettl	Plumber General	17.3.2021	25	25	25	0	0	28.8.2021
DDUGKY	109832	ASMACS	Mettl	Plumber General Helper	29.4.2021	35	31	13	18	4	3.9.2021
DDUGKY	220651	ASMACS	Mettl	Plumber General Helper	30.4.2021	35	35	14	21	0	3.9.2021
CSR-STT	180013	SAMT	SM	Plumber General	4.10.2020	20	14	10	4	6	5.9.2021
DDUGKY	270652	KLS Pvt Ltd	V.Saas	Plumber General-2	6.8.2021	30	30	28	2	0	9.9.2021
CSR-RPL (HSIL)	272034	NAC	Khwaspuria	Plumber General	23.7.2021	25	23	22	1	2	16.9.2021
CSR-RPL (HSIL)	272137	NAC	Khwaspuria	Plumber General	24.7.2021	25	22	21	1	3	16.9.2021
CSR-RPL (HSIL)	271869	NAC	SM	Plumber General	23.7.2021	20	20	17	3	0	16.9.2021
CSR-RPL (HSIL)	271871	NAC	SM	Plumber General	24.7.2021	21	21	15	6	0	16.9.2021
CSR-RPL (HSIL)	272153	NAC	SM	Plumber General	23.7.2021	28	28	23	5	0	16.9.2021
CSR-RPL (HSIL)	274323	NAC	VET	Plumber General	25.8.2021	30	28	26	2	2	16.9.2021
CSR-RPL (Apollo)	269127	Annai	Navriti	Plumber General	25.7.2021	25	25	22	3	0	17.9.2021
CSR-RPL (Apollo)	269892	Annai	Navriti	Plumber General	25.7.2021	35	35	32	3	0	17.9.2021
CSR-RPL (Apollo)	278584	GnG Skills	VET	Plumber General	12.9.2021	40	40	37	3	0	17.9.2021
CSR-RPL (Roca)	220085	Annai	CoCubes	Plumber General Assisstant	25.8.2020	20	19	18	1	1	18.9.2021
CSR-RPL (Roca)	219795	Annai	CoCubes	Plumber General Assisstant	19.8.2020	20	19	19	0	1	18.9.2021
CSR-RPL (Roca)	219940	Annai	CoCubes	Plumber General Assisstant	19.8.2020	20	20	20	0	0	18.9.2021
CSR-STT	431335	NAC	Navriti	Plumber General	28.5.2019	15	14	14	0	1	24.9.2021
NULM	263663	SWASTHYA SHIKSHA PAMVS SUNNI	Navriti	Plumber General	17.7.2021	32	30	28	2	2	27.9.2021
CSR-RPL (Roca)	223932	Annai	CoCubes	Plumber General Assisstant	28.8.2020	20	18	15	3	2	29.9.2021
CSR-RPL (KBL)	280063	NAC	Khwaspuria	Plumber General	18.9.2021	25	12	11	1	13	29.9.2021
CSR-RPL (KBL)	280012	NAC	Khwaspuria	Plumber General	16.9.2021	30	30	27	3	0	29.9.2021
CSR-RPL (KBL)	280023	NAC	Khwaspuria	Plumber General	16.9.2021	12	12	11	1	0	29.9.2021
CSR-RPL (KBL)	281213	Annai	SM	Plumber General	22.9.2021	26	25	18	7	1	29.9.2021
CSR-RPL (KBL)	279245	Labournet	VET	Plumber General	15.9.2021	30	27	24	3	3	30.9.2021
CSR-RPL (KBL)	279250	Labournet	VET	Plumber General	17.9.2021	31	25	23	2	6	30.9.2021
CSR-RPL (KBL)	281149	Labournet	VET	Plumber General	22.9.2021	40	39	37	2	1	30.9.2021
CSR-RPL (KBL)	280665	Prabhodita	Navriti	Plumber General	22.9.2021	40	24	24	0	16	4.10.2021
CSR-RPL (KBL)	280689	Prabhodita	Navriti	Plumber General	24.9.2021	40	26	22	4	14	4.10.2021
CSR-RPL (KBL)	281210	Annai	Navriti	Plumber General	22.9.2021	25	25	25	0	0	4.10.2021
CSR-RPL (KBL)	281599	NAC	Navriti	Plumber General	23.9.2021	31	30	25	5	1	4.10.2021
CSR-RPL (KBL)	281738	NAC	Navriti	Plumber General	25.9.2021	25	15	13	2	10	4.10.2021
CSR-RPL (KBL)	282355	Prabhodita	Navriti	Plumber General	26.9.2021	40	40	37	3	0	4.10.2021
CSR-RPL (KBL)	281714	NAC	VET	Plumber General	25.9.2021	25	21	21	0	4	5.10.2021
CSR-RPL (KBL)	282494	Ideal	VET	Plumber General	26.9.2021	22	20	18	2	2	5.10.2021
CSR-RPL (KBL)	282487	Ideal	VET	Plumber General	26.9.2021	25	23	22	1	2	5.10.2021
CSR-RPL (KBL)	281618	NAC	V.Saas	Plumber General	23.9.2021	33	31	29	2	2	5.10.2021
CSR-RPL (KBL)	279231	Saltlake	V.Saas	Plumber General	18.9.2021	40	26	26	0	14	5.10.2021
CSR-RPL (KBL)	281977	Ideal	V.Saas	Plumber General	24.9.2021	25	23	22	1	2	5.10.2021
CSR-RPL (KBL)	281972	Ideal	V.Saas	Plumber General	24.9.2021	25	22	22	0	3	5.10.2021
CSR-RPL (KBL)	280533	Saltlake	V.Saas	Plumber General	20.9.2021	35	35	34	1	0	7.10.2021
CSR-RPL (KBL)	280064	NAC	V.Saas	Plumber General	18.9.2021	25	17	16	1	8	7.10.2021
CSR-RPL (KBL)	281467	Labournet	Khwaspuria	Plumber General	23.9.2021	40	37	37	0	3	7.10.2021
CSR-RPL (KBL)	281512	Labournet	Khwaspuria	Plumber General	23.9.2021	10	9	8	1	1	7.10.2021
CSR-STT	262705	SDI-Vskpm	SM	Plumber General	24.9.2021	28	24	23	1	4	7.10.2021
CSR-STT	273650	SDI-Vskpm	SM	Plumber General	25.9.2021	18	13	5	8	5	7.10.2021
CSR-STT	221650	Ambica Siksha Samaj	V.Saas	Plumber General-2	18.9.2021	30	30	29	1	0	12.10.2021
CSR-STT	221653	Ambica Siksha Samaj	V.Saas	Plumber General-2	19.9.2021	30	29	29	0	1	12.10.2021
CSR-STT	233773	Ambica Siksha Samaj	V.Saas	Plumber General-2	20.9.2021	30	30	29	1	0	12.10.2021
CSR-RPL (KBL)	287561	Ideal	VET	Plumber General	12.10.2021	25	23	23	0	2	19.10.2021
CSR-RPL (KBL)	287570	Ideal	VET	Plumber General	12.10.2021	22	21	21	0	1	19.10.2021
CSR-RPL (KBL)	286753	Labournet	VET	Plumber General	07-10-2021	25	20	20	0	5	26-10-2021
CSR-RPL (KBL)	287796	Labournet	VET	Plumber General	13-10-2021	25	24	21	3	1	26-10-2021
CSR-RPL (KBL)	289141	Annai Education	VET	Plumber General	19-10-2021	28	27	27	0	1	26-10-2021
CSR-RPL (KBL)	289142	Annai Education	VET	Plumber General	19-10-2021	28	26	25	1	2	26-10-2021
CSR-RPL (KBL)	289332	Annai Education	VET	Plumber General	21-10-2021	40	36	34	2	4	26-10-2021
CSR-RPL (KBL)	288876	Labournet	Navriti	Plumber General	19-10-2021	25	25	24	1	0	26-10-2021
CSR-RPL (KBL)	288875	Labournet	Navriti	Plumber General	19-10-2021	25	23	19	4	2	26-10-2021
CSR-RPL (KBL)	288877	Labournet	Navriti	Plumber General	21-10-2021	25	22	19	3	3	26-10-2021
CSR-RPL (KBL)	288879	Labournet	Navriti	Plumber General	21-10-2021	25	23	23	0	2	26-10-2021
CSR-RPL (KBL)	287286	Annai Education	SM	Plumber General	19-10-2021	33	28	26	2	5	26-10-2021
CSR-RPL (KBL)	287233	Annai Education	SM	Plumber General	19-10-2021	33	30	29	1	3	26-10-2021
CSR-RPL (KBL)	286775	Labournet	SM	Plumber General	09-10-2021	25	22	20	2	3	26-10-2021
CSR-RPL (KBL)	287804	Labournet	SM	Plumber General	13-10-2021	25	18	15	3	7	26-10-2021
CSR-RPL (KBL)	286903	Labournet	SM	Plumber General	11-10-2021	25	20	18	2	5	26-10-2021
CSR-RPL (KBL)	289333	Annai Education	SM	Plumber General	21-10-2021	40	27	23	4	13	26-10-2021
CSR-RPL (KBL)	286900	DCVS	V.Saas	Plumber General	20-09-2021	19	19	18	1	0	26-10-2021
CSR-RPL (KBL)	287680	DCVS	V.Saas	Plumber General	12-10-2021	32	30	29	1	2	26-10-2021
CSR-RPL (KBL)	287975	DCVS	V.Saas	Plumber General	12-10-2021	30	28	27	1	2	26-10-2021
CSR-RPL (KBL)	286913	Labournet	Khwaspuria	Plumber General	11-10-2021	25	22	19	3	3	27-10-2021
CSR-RPL (KBL)	286735	Labournet	Khwaspuria	Plumber General	07-10-2021	25	20	18	2	5	27-10-2021
CSR-RPL (KBL)	286776	Labournet	Khwaspuria	Plumber General	09-10-2021	25	23	20	3	2	27-10-2021
CSR-RPL (KBL)	282318	Labournet	Khwaspuria	Plumber General	25-10-2021	25	24	23	1	1	27-10-2021
CSR-RPL (KBL)	282436	Ideal	Khwaspuria	Plumber General	26-10-2021	25	23	21	2	2	27-10-2021
CSR-RPL (KBL)	282427	Ideal	Khwaspuria	Plumber General	26-10-2021	25	23	22	1	2	27-10-2021
CSR-RPL (KBL)	285975	SLIEM	Mettl	Plumber General	08-10-2021	36	35	25	10	1	27-10-2021
CSR-RPL (KBL)	285962	SLIEM	Mettl	Plumber General	05-10-2021	36	36	35	1	0	27-10-2021
CSR-RPL (KBL)	286666	Prabhodita	V.Saas	Plumber General	07-10-2021	30	24	21	3	6	27-10-2021
CSR-RPL (KBL)	282635	Labournet	V.Saas	Plumber General	25-09-2021	25	25	22	3	0	27-10-2021
CSR-RPL (KBL)	279228	Saltlake	V.Saas	Plumber General	16-09-2021	38	29	29	0	9	27-10-2021
CSR-RPL (KBL)	282118	Labournet	V.Saas	Plumber General	26-09-2021	25	25	25	0	0	27-10-2021
CSR-RPL (KBL)	285970	Prabhodita	V.Saas	Plumber General	05-10-2021	35	32	29	3	3	27-10-2021
CSR-RPL (KBL)	282513	Labournet	V.Saas	Plumber General	27-09-2021	25	25	23	2	0	27-10-2021
CSR-RPL (KBL)	282530	Labournet	V.Saas	Plumber General	27-09-2021	23	23	23	0	0	27-10-2021
CSR-RPL (KBL)	282645	Labournet	V.Saas	Plumber General	25-09-2021	20	20	19	1	0	27-10-2021
CSR-RPL (KBL)	287981	DCVS	Khwaspuria	Plumber General	14.10.2021	34	30	28	2	4	27-10-2021
CSR-RPL (KBL)	286027	DCVS	Navriti	Plumber General	20.9.2021	40	31	27	4	9	5.11.2021
CSR-RPL (KBL)	287024	DCVS	VET	Plumber General	20.9.2021	30	26	23	3	4	5.11.2021
CSR-RPL (KBL)	282900	Indeva	VET	Plumber General	27.10.2021	40	37	37	0	3	11.11.2021
State Govt-Meghalaya (MUDA)	261105	Saltlake	Explore D	Plumber General	23.9.2021	30	29	27	2	1	11.11.2021
State Govt-Meghalaya (MUDA)	262670	Saltlake	Explore D	Plumber General	30.9.2021	30	30	28	2	0	11.11.2021
HPKVN	269623	Govt ITI-Bilaspur	VET	Plumber General	8.10.2021	20	20	17	3	0	17.11.2021
CSR-RPL (Apollo)	287969	Annai Education	Mettl	Plumber General	10.10.2021	34	20	14	6	14	17.11.2021
CSR-RPL (Apollo)	287964	Annai Education	Navriti	Plumber General	10.10.2021	35	22	20	2	13	17.11.2021
CSR-RPL (KBL)	289335	Annai Education	Mettl	Plumber General	21.10.2021	40	39	38	1	1	17.11.2021
CSR-RPL (KBL)	289336	Annai Education	Mettl	Plumber General	21.10.2021	39	35	33	2	4	17.11.2021
State Govt-Meghalaya (MUDA)	257459	Saltlake	Explore D	Plumber General	29.9.2021	30	30	26	4	0	18.11.2021
NULM	240880	NRDS Management	SM	Plumber General	4.10.2021	30	28	25	3	2	18.11.2021
NULM	240881	NRDS Management	SM	Plumber General	5.10.2021	30	29	25	4	1	18.11.2021
CSR-RPL (Apollo)	268269	Annai Education	Khwaspuria	Plumber General	14.8.2021	25	24	23	1	1	24.11.2021
CSR-RPL (KBL)	287289	Annai Education	Mettl	Plumber General	19.10.2021	34	32	32	0	2	24.11.2021
CSR-RPL (KBL)	282366	Prabhodita	Navriti	Plumber General	31.10.2021	40	40	36	4	0	24.11.2021
CSR-RPL (KBL)	282376	Prabhodita	Navriti	Plumber General	30.10.2021	36	35	35	0	1	24.11.2021
CSR-RPL (KBL)	2001555	Veronics	Mettl	Plumber General	26.10.2021	40	38	30	8	2	26.11.2021
CSR-RPL (KBL)	2011210	Annai Education	Khwaspuria	Plumber General	18.11.2021	25	25	23	2	0	30.11.2021
CSR-RPL (KBL)	2011206	Annai Education	Khwaspuria	Plumber General	18.11.2021	25	25	23	2	0	30.11.2021
CSR-RPL (KBL)	2009438	Ideal Impression	Khwaspuria	Plumber General	13.11.2021	24	22	19	3	2	30.11.2021
CSR-RPL (KBL)	2009408	Ideal Impression	Khwaspuria	Plumber General	13.11.2021	25	24	23	1	1	30.11.2021
CSR-RPL (KBL)	290335	Ideal Impression	Khwaspuria	Plumber General	23.10.2021	25	25	24	1	0	30.11.2021
CSR-RPL (KBL)	290323	Ideal Impression	Khwaspuria	Plumber General	23.10.2021	25	25	23	2	0	30.11.2021
CSR-RPL (KBL)	290244	Prabhodita	Khwaspuria	Plumber General	23.10.2021	40	30	28	2	10	30.11.2021
JJM-Assam	209737	Valeur	Explore D	Plumber General	05.3.2021	30	21	21	0	9	30.11.2021
JJM-Assam	210103	Valeur	Explore D	Plumber General	05.3.2021	30	30	28	2	0	30.11.2021
JJM-Assam	212832	Valeur	Explore D	Plumber General	09.03.2021	30	30	27	3	0	30.11.2021
JJM-Assam	213681	Valeur	Explore D	Plumber General	08.03.2021	30	30	30	0	0	30.11.2021
JJM-Assam	213693	Valeur	Explore D	Plumber General	08.03.2021	30	24	23	1	6	30.11.2021
JJM-Assam	218761	Valeur	Explore D	Plumber General	11.03.2021	30	30	27	3	0	30.11.2021
JJM-Assam	219825	Valeur	Explore D	Plumber General	06.03.2021	30	13	12	1	17	30.11.2021
JJM-Assam	221031	Valeur	Explore D	Plumber General	12.03.2021	29	29	26	3	0	30.11.2021
JJM-Assam	223344	Valeur	Explore D	Plumber General	09.03.2021	30	27	27	0	3	30.11.2021
CSR-RPL (KBL)	2008272	Annai Education	Navriti	Plumber General	09.11.2021	35	34	31	3	1	1.12.2021
CSR-RPL (KBL)	287858	STOP NGO	Navriti	Plumber General	9.10.2021	40	35	33	2	0	1.12.2021
CSR-RPL (KBL)	2001729	Prabhodita	Navriti	Plumber General	28.10.2021	40	33	31	2	7	1.12.2021
CSR-RPL (KBL)	2008271	Labournet	Navriti	Plumber General	12.11.2021	25	24	20	4	1	1.12.2021
CSR-RPL (KBL)	2008769	Annai Education	Navriti	Plumber General	11.11.2021	35	34	31	3	1	1.12.2021
CSR-RPL (KBL)	2008781	Annai Education	Navriti	Plumber General	11.11.2021	23	22	22	0	1	1.12.2021
CSR-RPL (KBL)	2009642	Labournet	Navriti	Plumber General	17.11.2021	25	18	17	1	7	1.12.2021
CSR-RPL (KBL)	2009809	Annai Education	Navriti	Plumber General	14.11.2021	30	11	10	1	19	1.12.2021
CSR-RPL (KBL)	2009843	Annai Education	Navriti	Plumber General	14.11.2021	30	15	14	1	15	1.12.2021
CSR-RPL (KBL)	2010646	Annai Education	Navriti	Plumber General	18.11.2021	30	27	25	2	3	1.12.2021
CSR-RPL (KBL)	2010716	NAC 	Navriti	Plumber General	18.11.2021	25	22	21	1	3	1.12.2021
CSR-RPL (KBL)	2011143	Indeva	Navriti	Plumber General	24.11.2021	40	38	34	4	2	1.12.2021
CSR-RPL (KBL)	2011212	Annai Education	Navriti	Plumber General	18.11.2021	40	25	23	2	15	1.12.2021
CSR-RPL (KBL)	2009633	Ideal Impression	Navriti	Plumber General	16.11.2021	25	24	22	2	1	1.12.2021
CSR-RPL (KBL)	2009704	Ideal Impression	Navriti	Plumber General	18.11.2021	25	20	19	1	5	1.12.2021
CSR-RPL (KBL)	2011836	Saltlake	Navriti	Plumber General	23.11.2021	40	40	36	4	0	1.12.2021
CSR-RPL (KBL)	2012544	NAC 	Navriti	Plumber General	25.11.2021	25	22	21	1	3	1.12.2021
CSR-RPL (KBL)	2012551	NAC	Navriti	Plumber General	24.11.2021	25	22	20	2	3	1.12.2021
CSR-RPL (KBL)	2010648	Annai Education	Explore D	Plumber General	18.11.2021	29	29	27	2	0	1.12.2021
CSR-RPL (KBL)	2015136	Sanskar	SM	Plumber General	05.10.2021	30	30	28	2	0	2.12.2021
CSR-RPL (KBL)	2015143	sanskar	SM	Plumber General	05.10.2021	23	23	22	1	0	2.12.2021
CSR-RPL (KBL)	290724	Annai Education	SM	Plumber General	23.10.2021	40	27	25	2	13	2.12.2021
CSR-RPL (KBL)	290733	Annai Education	SM	Plumber General	23.10.2021	30	30	28	2	0	2.12.2021
CSR-RPL (KBL)	291129	Labournet	SM	Plumber General	29.10.2021	25	19	15	4	6	2.12.2021
CSR-RPL (KBL)	2013326	Labournet	SM	Plumber General	26.11.2021	25	19	15	4	6	2.12.2021
CSR-RPL (KBL)	2003118	Annai Education	SM	Plumber General	27.10.2021	30	28	26	2	2	2.12.2021
CSR-RPL (KBL)	2008274	Annai Education	SM	Plumber General	9.11.2021	30	27	23	4	3	2.12.2021
CSR-RPL (KBL)	2008775	Annai Education	SM	Plumber General	11.11.2021	35	34	31	3	1	2.12.2021
CSR-RPL (KBL)	2008778	Annai Education	SM	Plumber General	11.11.2021	35	34	29	5	1	2.12.2021
CSR-RPL (KBL)	2009418	Annai Education	SM	Plumber General	13.11.2021	30	29	24	5	1	2.12.2021
CSR-RPL (KBL)	2009419	Annai Education	SM	Plumber General	14.11.2021	30	30	26	4	0	2.12.2021
CSR-RPL (KBL)	2009811	Annai Education	SM	Plumber General	14.11.2021	30	13	10	3	17	2.12.2021
CSR-RPL (KBL)	2010644	Annai Education	SM	Plumber General	18.11.2021	30	30	26	4	0	2.12.2021
CSR-RPL (KBL)	2012660	Annai Education	SM	Plumber General	23.11.2021	40	40	36	4	0	2.12.2021
CSR-RPL (KBL)	2012661	Annai Education	SM	Plumber General	23.11.2021	37	37	33	4	0	2.12.2021
NULM	271128	GKITR	VET	Plumber General	7.10.2021	30	30	29	1	0	4.12.2021
NULM	263004	GKITR	VET	Plumber General	8.10.2021	30	30	29	1	0	4.12.2021
CSR-STT	2001422	Career Point	VET	Plumber General	24.11.2021	30	30	29	1	0	4.12.2021
CSR-STT	2001423	Career Point	VET	Plumber General	25.11.2021	30	30	29	1	0	4.12.2021
CSR-RPL (KBL)	2008238	Prabhodita	V.Saas	Plumber General	14.11.2021	40	35	35	0	5	6.12.2021
CSR-RPL (KBL)	2009366	Prabhodita	V.Saas	Plumber General	15.11.2021	40	40	37	3	0	6.12.2021
CSR-RPL (KBL)	2011189	Medhavi Foundation	V.Saas	Plumber General	23.11.2021	45	44	39	5	1	6.12.2021
CSR-RPL (KBL)	2004112	Saltlake	V.Saas	Plumber General	02.11.2021	40	36	36	0	4	6.12.2021
CSR-RPL (KBL)	2011176	Medhavi Foundation	V.Saas	Plumber General	24.11.2021	45	44	42	2	1	6.12.2021
CSR-RPL (KBL)	290697	Ideal Impression	V.Saas	Plumber General	26.10.2021	25	22	21	1	3	6.12.2021
CSR-RPL (KBL)	290703	Ideal Impression	V.Saas	Plumber General	26.10.2021	25	23	23	0	2	6.12.2021
CSR-RPL (KBL)	289923	Ideal Impression	V.Saas	Plumber General	21.10.2021	25	23	21	2	2	7.12.2021
CSR-RPL (KBL)	289952	Ideal Impression	V.Saas	Plumber General	21.10.2021	25	13	13	0	12	7.12.2021
CSR-RPL (KBL)	287862	STOP NGO	V.Saas	Plumber General	09.10.2021	39	37	37	0	2	7.12.2021
CSR-RPL (KBL)	2009646	Ideal Impression	V.Saas	Plumber General	16.11.2021	19	18	18	0	1	7.12.2021
